"","bigram","bigram_position","word"
"9122","ll","3","falls"
"9123","ls","4","falls"
"9124","mi","1","miracle"
"9125","ir","2","miracle"
"9126","ra","3","miracle"
"9127","ac","4","miracle"
"9128","cl","5","miracle"
"9129","le","6","miracle"
"9130","mi","1","mirror"
"9131","ir","2","mirror"
"9132","rr","3","mirror"
"9133","ro","4","mirror"
"9134","or","5","mirror"
"9135","pa","1","path"
"9136","at","2","path"
"9137","th","3","path"
"9138","sc","1","scream"
"9139","cr","2","scream"
"9140","re","3","scream"
"9141","ea","4","scream"
"9142","am","5","scream"
"9143","fa","1","fate"
"9144","at","2","fate"
"9145","te","3","fate"
"9146","fu","1","fucked"
"9147","uc","2","fucked"
"9148","ck","3","fucked"
"9149","ke","4","fucked"
"9150","ed","5","fucked"
"9151","ra","1","rare"
"9152","ar","2","rare"
"9153","re","3","rare"
"9154","wo","1","wore"
"9155","or","2","wore"
"9156","re","3","wore"
"9157","si","1","signs"
"9158","ig","2","signs"
"9159","gn","3","signs"
"9160","ns","4","signs"
"9161","sw","1","sweat"
"9162","we","2","sweat"
"9163","ea","3","sweat"
"9164","at","4","sweat"
"9165","te","1","terms"
"9166","er","2","terms"
"9167","rm","3","terms"
"9168","ms","4","terms"
"9169","oc","1","ocean"
"9170","ce","2","ocean"
"9171","ea","3","ocean"
"9172","an","4","ocean"
"9173","va","1","value"
"9174","al","2","value"
"9175","lu","3","value"
"9176","ue","4","value"
"9177","at","1","attacked"
"9178","tt","2","attacked"
"9179","ta","3","attacked"
"9180","ac","4","attacked"
"9181","ck","5","attacked"
"9182","ke","6","attacked"
"9183","ed","7","attacked"
"9184","be","1","behavior"
"9185","eh","2","behavior"
"9186","ha","3","behavior"
"9187","av","4","behavior"
"9188","vi","5","behavior"
"9189","io","6","behavior"
"9190","or","7","behavior"
"9191","gi","1","giant"
"9192","ia","2","giant"
"9193","an","3","giant"
"9194","nt","4","giant"
"9195","mi","1","minds"
"9196","in","2","minds"
"9197","nd","3","minds"
"9198","ds","4","minds"
"9199","pr","1","presence"
"9200","re","2","presence"
"9201","es","3","presence"
"9202","se","4","presence"
"9203","en","5","presence"
"9204","nc","6","presence"
"9205","ce","7","presence"
"9206","ci","1","cigarette"
"9207","ig","2","cigarette"
"9208","ga","3","cigarette"
"9209","ar","4","cigarette"
"9210","re","5","cigarette"
"9211","et","6","cigarette"
"9212","tt","7","cigarette"
"9213","te","8","cigarette"
"9214","ho","1","horses"
"9215","or","2","horses"
"9216","rs","3","horses"
"9217","se","4","horses"
"9218","es","5","horses"
"9219","pl","1","planet"
"9220","la","2","planet"
"9221","an","3","planet"
"9222","ne","4","planet"
"9223","et","5","planet"
"9224","ca","1","capable"
"9225","ap","2","capable"
"9226","pa","3","capable"
"9227","ab","4","capable"
"9228","bl","5","capable"
"9229","le","6","capable"
"9230","il","1","illegal"
"9231","ll","2","illegal"
"9232","le","3","illegal"
"9233","eg","4","illegal"
"9234","ga","5","illegal"
"9235","al","6","illegal"
"9236","ma","1","magazine"
"9237","ag","2","magazine"
"9238","ga","3","magazine"
"9239","az","4","magazine"
"9240","zi","5","magazine"
"9241","in","6","magazine"
"9242","ne","7","magazine"
"9243","na","1","naturally"
"9244","at","2","naturally"
"9245","tu","3","naturally"
"9246","ur","4","naturally"
"9247","ra","5","naturally"
"9248","al","6","naturally"
"9249","ll","7","naturally"
"9250","ly","8","naturally"
"9251","ni","1","nightmare"
"9252","ig","2","nightmare"
"9253","gh","3","nightmare"
"9254","ht","4","nightmare"
"9255","tm","5","nightmare"
"9256","ma","6","nightmare"
"9257","ar","7","nightmare"
"9258","re","8","nightmare"
"9259","sp","1","spoken"
"9260","po","2","spoken"
"9261","ok","3","spoken"
"9262","ke","4","spoken"
"9263","en","5","spoken"
"9264","sw","1","swing"
"9265","wi","2","swing"
"9266","in","3","swing"
"9267","ng","4","swing"
"9268","pr","1","previously"
"9269","re","2","previously"
"9270","ev","3","previously"
"9271","vi","4","previously"
"9272","io","5","previously"
"9273","ou","6","previously"
"9274","us","7","previously"
"9275","sl","8","previously"
"9276","ly","9","previously"
"9277","bo","1","bone"
"9278","on","2","bone"
"9279","ne","3","bone"
"9280","de","1","delicious"
"9281","el","2","delicious"
"9282","li","3","delicious"
"9283","ic","4","delicious"
"9284","ci","5","delicious"
"9285","io","6","delicious"
"9286","ou","7","delicious"
"9287","us","8","delicious"
"9288","mi","1","miserable"
"9289","is","2","miserable"
"9290","se","3","miserable"
"9291","er","4","miserable"
"9292","ra","5","miserable"
"9293","ab","6","miserable"
"9294","bl","7","miserable"
"9295","le","8","miserable"
"9296","pr","1","protection"
"9297","ro","2","protection"
"9298","ot","3","protection"
"9299","te","4","protection"
"9300","ec","5","protection"
"9301","ct","6","protection"
"9302","ti","7","protection"
"9303","io","8","protection"
"9304","on","9","protection"
"9305","gr","1","grandma"
"9306","ra","2","grandma"
"9307","an","3","grandma"
"9308","nd","4","grandma"
"9309","dm","5","grandma"
"9310","ma","6","grandma"
"9311","ga","1","garbage"
"9312","ar","2","garbage"
"9313","rb","3","garbage"
"9314","ba","4","garbage"
"9315","ag","5","garbage"
"9316","ge","6","garbage"
"9317","me","1","media"
"9318","ed","2","media"
"9319","di","3","media"
"9320","ia","4","media"
"9321","sp","1","sports"
"9322","po","2","sports"
"9323","or","3","sports"
"9324","rt","4","sports"
"9325","ts","5","sports"
"9326","he","1","hearts"
"9327","ea","2","hearts"
"9328","ar","3","hearts"
"9329","rt","4","hearts"
"9330","ts","5","hearts"
"9331","wh","1","wheel"
"9332","he","2","wheel"
"9333","ee","3","wheel"
"9334","el","4","wheel"
"9335","ow","1","owner"
"9336","wn","2","owner"
"9337","ne","3","owner"
"9338","er","4","owner"
"9339","se","1","secrets"
"9340","ec","2","secrets"
"9341","cr","3","secrets"
"9342","re","4","secrets"
"9343","et","5","secrets"
"9344","ts","6","secrets"
"9345","co","1","convinced"
"9346","on","2","convinced"
"9347","nv","3","convinced"
"9348","vi","4","convinced"
"9349","in","5","convinced"
"9350","nc","6","convinced"
"9351","ce","7","convinced"
"9352","ed","8","convinced"
"9353","eq","1","equipment"
"9354","qu","2","equipment"
"9355","ui","3","equipment"
"9356","ip","4","equipment"
"9357","pm","5","equipment"
"9358","me","6","equipment"
"9359","en","7","equipment"
"9360","nt","8","equipment"
"9361","in","1","interrupt"
"9362","nt","2","interrupt"
"9363","te","3","interrupt"
"9364","er","4","interrupt"
"9365","rr","5","interrupt"
"9366","ru","6","interrupt"
"9367","up","7","interrupt"
"9368","pt","8","interrupt"
"9369","ju","1","jumped"
"9370","um","2","jumped"
"9371","mp","3","jumped"
"9372","pe","4","jumped"
"9373","ed","5","jumped"
"9374","ki","1","kissed"
"9375","is","2","kissed"
"9376","ss","3","kissed"
"9377","se","4","kissed"
"9378","ed","5","kissed"
"9379","po","1","popular"
"9380","op","2","popular"
"9381","pu","3","popular"
"9382","ul","4","popular"
"9383","la","5","popular"
"9384","ar","6","popular"
"9385","re","1","refuse"
"9386","ef","2","refuse"
"9387","fu","3","refuse"
"9388","us","4","refuse"
"9389","se","5","refuse"
"9390","po","1","policy"
"9391","ol","2","policy"
"9392","li","3","policy"
"9393","ic","4","policy"
"9394","cy","5","policy"
"9395","su","1","successful"
"9396","uc","2","successful"
"9397","cc","3","successful"
"9398","ce","4","successful"
"9399","es","5","successful"
"9400","ss","6","successful"
"9401","sf","7","successful"
"9402","fu","8","successful"
"9403","ul","9","successful"
"9404","ap","1","appears"
"9405","pp","2","appears"
"9406","pe","3","appears"
"9407","ea","4","appears"
"9408","ar","5","appears"
"9409","rs","6","appears"
"9410","ch","1","champagne"
"9411","ha","2","champagne"
"9412","am","3","champagne"
"9413","mp","4","champagne"
"9414","pa","5","champagne"
"9415","ag","6","champagne"
"9416","gn","7","champagne"
"9417","ne","8","champagne"
"9418","st","1","stairs"
"9419","ta","2","stairs"
"9420","ai","3","stairs"
"9421","ir","4","stairs"
"9422","rs","5","stairs"
"9423","ca","1","carried"
"9424","ar","2","carried"
"9425","rr","3","carried"
"9426","ri","4","carried"
"9427","ie","5","carried"
"9428","ed","6","carried"
"9429","cr","1","created"
"9430","re","2","created"
"9431","ea","3","created"
"9432","at","4","created"
"9433","te","5","created"
"9434","ed","6","created"
"9435","of","1","officers"
"9436","ff","2","officers"
"9437","fi","3","officers"
"9438","ic","4","officers"
"9439","ce","5","officers"
"9440","er","6","officers"
"9441","rs","7","officers"
"9442","sw","1","swim"
"9443","wi","2","swim"
"9444","im","3","swim"
"9445","ne","1","negative"
"9446","eg","2","negative"
"9447","ga","3","negative"
"9448","at","4","negative"
"9449","ti","5","negative"
"9450","iv","6","negative"
"9451","ve","7","negative"
"9452","ex","1","expert"
"9453","xp","2","expert"
"9454","pe","3","expert"
"9455","er","4","expert"
"9456","rt","5","expert"
"9457","fr","1","frankly"
"9458","ra","2","frankly"
"9459","an","3","frankly"
"9460","nk","4","frankly"
"9461","kl","5","frankly"
"9462","ly","6","frankly"
"9463","ha","1","happiness"
"9464","ap","2","happiness"
"9465","pp","3","happiness"
"9466","pi","4","happiness"
"9467","in","5","happiness"
"9468","ne","6","happiness"
"9469","es","7","happiness"
"9470","ss","8","happiness"
"9471","se","1","secure"
"9472","ec","2","secure"
"9473","cu","3","secure"
"9474","ur","4","secure"
"9475","re","5","secure"
"9476","ga","1","garden"
"9477","ar","2","garden"
"9478","rd","3","garden"
"9479","de","4","garden"
"9480","en","5","garden"
"9481","pi","1","pizza"
"9482","iz","2","pizza"
"9483","zz","3","pizza"
"9484","za","4","pizza"
"9485","se","1","served"
"9486","er","2","served"
"9487","rv","3","served"
"9488","ve","4","served"
"9489","ed","5","served"
"9490","st","1","stays"
"9491","ta","2","stays"
"9492","ay","3","stays"
"9493","ys","4","stays"
"9494","wi","1","winter"
"9495","in","2","winter"
"9496","nt","3","winter"
"9497","te","4","winter"
"9498","er","5","winter"
"9499","be","1","belt"
"9500","el","2","belt"
"9501","lt","3","belt"
"9502","co","1","considering"
"9503","on","2","considering"
"9504","ns","3","considering"
"9505","si","4","considering"
"9506","id","5","considering"
"9507","de","6","considering"
"9508","er","7","considering"
"9509","ri","8","considering"
"9510","in","9","considering"
"9511","ng","10","considering"
"9512","co","1","contract"
"9513","on","2","contract"
"9514","nt","3","contract"
"9515","tr","4","contract"
"9516","ra","5","contract"
"9517","ac","6","contract"
"9518","ct","7","contract"
"9519","ou","1","outfit"
"9520","ut","2","outfit"
"9521","tf","3","outfit"
"9522","fi","4","outfit"
"9523","it","5","outfit"
"9524","di","1","disappear"
"9525","is","2","disappear"
"9526","sa","3","disappear"
"9527","ap","4","disappear"
"9528","pp","5","disappear"
"9529","pe","6","disappear"
"9530","ea","7","disappear"
"9531","ar","8","disappear"
"9532","my","1","mystery"
"9533","ys","2","mystery"
"9534","st","3","mystery"
"9535","te","4","mystery"
"9536","er","5","mystery"
"9537","ry","6","mystery"
"9538","co","1","courage"
"9539","ou","2","courage"
"9540","ur","3","courage"
"9541","ra","4","courage"
"9542","ag","5","courage"
"9543","ge","6","courage"
"9544","hi","1","hidden"
"9545","id","2","hidden"
"9546","dd","3","hidden"
"9547","de","4","hidden"
"9548","en","5","hidden"
"9549","pi","1","pity"
"9550","it","2","pity"
"9551","ty","3","pity"
"9552","af","1","affair"
"9553","ff","2","affair"
"9554","fa","3","affair"
"9555","ai","4","affair"
"9556","ir","5","affair"
"9557","em","1","embarrassed"
"9558","mb","2","embarrassed"
"9559","ba","3","embarrassed"
"9560","ar","4","embarrassed"
"9561","rr","5","embarrassed"
"9562","ra","6","embarrassed"
"9563","as","7","embarrassed"
"9564","ss","8","embarrassed"
"9565","se","9","embarrassed"
"9566","ed","10","embarrassed"
"9567","ne","1","nerve"
"9568","er","2","nerve"
"9569","rv","3","nerve"
"9570","ve","4","nerve"
"9571","pr","1","progress"
"9572","ro","2","progress"
"9573","og","3","progress"
"9574","gr","4","progress"
"9575","re","5","progress"
"9576","es","6","progress"
"9577","ss","7","progress"
"9578","de","1","defense"
"9579","ef","2","defense"
"9580","fe","3","defense"
"9581","en","4","defense"
"9582","ns","5","defense"
"9583","se","6","defense"
"9584","pl","1","plain"
"9585","la","2","plain"
"9586","ai","3","plain"
"9587","in","4","plain"
"9588","pl","1","plant"
"9589","la","2","plant"
"9590","an","3","plant"
"9591","nt","4","plant"
"9592","ro","1","rose"
"9593","os","2","rose"
"9594","se","3","rose"
"9595","wi","1","windows"
"9596","in","2","windows"
"9597","nd","3","windows"
"9598","do","4","windows"
"9599","ow","5","windows"
"9600","ws","6","windows"
"9601","ju","1","juice"
"9602","ui","2","juice"
"9603","ic","3","juice"
"9604","ce","4","juice"
"9605","so","1","soldier"
"9606","ol","2","soldier"
"9607","ld","3","soldier"
"9608","di","4","soldier"
"9609","ie","5","soldier"
"9610","er","6","soldier"
"9611","mi","1","mixed"
"9612","ix","2","mixed"
"9613","xe","3","mixed"
"9614","ed","4","mixed"
"9615","ki","1","kills"
"9616","il","2","kills"
"9617","ll","3","kills"
"9618","ls","4","kills"
"9619","st","1","storm"
"9620","to","2","storm"
"9621","or","3","storm"
"9622","rm","4","storm"
"9623","fa","1","false"
"9624","al","2","false"
"9625","ls","3","false"
"9626","se","4","false"
"9627","ma","1","material"
"9628","at","2","material"
"9629","te","3","material"
"9630","er","4","material"
"9631","ri","5","material"
"9632","ia","6","material"
"9633","al","7","material"
"9634","po","1","possibility"
"9635","os","2","possibility"
"9636","ss","3","possibility"
"9637","si","4","possibility"
"9638","ib","5","possibility"
"9639","bi","6","possibility"
"9640","il","7","possibility"
"9641","li","8","possibility"
"9642","it","9","possibility"
"9643","ty","10","possibility"
"9644","fa","1","families"
"9645","am","2","families"
"9646","mi","3","families"
"9647","il","4","families"
"9648","li","5","families"
"9649","ie","6","families"
"9650","es","7","families"
"9651","se","1","settled"
"9652","et","2","settled"
"9653","tt","3","settled"
"9654","tl","4","settled"
"9655","le","5","settled"
"9656","ed","6","settled"
"9657","im","1","impressed"
"9658","mp","2","impressed"
"9659","pr","3","impressed"
"9660","re","4","impressed"
"9661","es","5","impressed"
"9662","ss","6","impressed"
"9663","se","7","impressed"
"9664","ed","8","impressed"
"9665","le","1","leading"
"9666","ea","2","leading"
"9667","ad","3","leading"
"9668","di","4","leading"
"9669","in","5","leading"
"9670","ng","6","leading"
"9671","lo","1","location"
"9672","oc","2","location"
"9673","ca","3","location"
"9674","at","4","location"
"9675","ti","5","location"
"9676","io","6","location"
"9677","on","7","location"
"9678","ob","1","object"
"9679","bj","2","object"
"9680","je","3","object"
"9681","ec","4","object"
"9682","ct","5","object"
"9683","ta","1","tail"
"9684","ai","2","tail"
"9685","il","3","tail"
"9686","di","1","disease"
"9687","is","2","disease"
"9688","se","3","disease"
"9689","ea","4","disease"
"9690","as","5","disease"
"9691","se","6","disease"
"9692","as","1","assure"
"9693","ss","2","assure"
"9694","su","3","assure"
"9695","ur","4","assure"
"9696","re","5","assure"
"9697","ch","1","chicago"
"9698","hi","2","chicago"
"9699","ic","3","chicago"
"9700","ca","4","chicago"
"9701","ag","5","chicago"
"9702","go","6","chicago"
"9703","la","1","latest"
"9704","at","2","latest"
"9705","te","3","latest"
"9706","es","4","latest"
"9707","st","5","latest"
"9708","wi","1","wire"
"9709","ir","2","wire"
"9710","re","3","wire"
"9711","do","1","downtown"
"9712","ow","2","downtown"
"9713","wn","3","downtown"
"9714","nt","4","downtown"
"9715","to","5","downtown"
"9716","ow","6","downtown"
"9717","wn","7","downtown"
"9718","im","1","image"
"9719","ma","2","image"
"9720","ag","3","image"
"9721","ge","4","image"
"9722","ju","1","junior"
"9723","un","2","junior"
"9724","ni","3","junior"
"9725","io","4","junior"
"9726","or","5","junior"
"9727","mi","1","millions"
"9728","il","2","millions"
"9729","ll","3","millions"
"9730","li","4","millions"
"9731","io","5","millions"
"9732","on","6","millions"
"9733","ns","7","millions"
"9734","re","1","remove"
"9735","em","2","remove"
"9736","mo","3","remove"
"9737","ov","4","remove"
"9738","ve","5","remove"
"9739","re","1","results"
"9740","es","2","results"
"9741","su","3","results"
"9742","ul","4","results"
"9743","lt","5","results"
"9744","ts","6","results"
"9745","le","1","leads"
"9746","ea","2","leads"
"9747","ad","3","leads"
"9748","ds","4","leads"
"9749","pr","1","precious"
"9750","re","2","precious"
"9751","ec","3","precious"
"9752","ci","4","precious"
"9753","io","5","precious"
"9754","ou","6","precious"
"9755","us","7","precious"
"9756","te","1","tears"
"9757","ea","2","tears"
"9758","ar","3","tears"
"9759","rs","4","tears"
"9760","ga","1","garage"
"9761","ar","2","garage"
"9762","ra","3","garage"
"9763","ag","4","garage"
"9764","ge","5","garage"
"9765","hi","1","hits"
"9766","it","2","hits"
"9767","ts","3","hits"
"9768","pe","1","pen"
"9769","en","2","pen"
"9770","so","1","sounded"
"9771","ou","2","sounded"
"9772","un","3","sounded"
"9773","nd","4","sounded"
"9774","de","5","sounded"
"9775","ed","6","sounded"
"9776","in","1","interview"
"9777","nt","2","interview"
"9778","te","3","interview"
"9779","er","4","interview"
"9780","rv","5","interview"
"9781","vi","6","interview"
"9782","ie","7","interview"
"9783","ew","8","interview"
"9784","le","1","learning"
"9785","ea","2","learning"
"9786","ar","3","learning"
"9787","rn","4","learning"
"9788","ni","5","learning"
"9789","in","6","learning"
"9790","ng","7","learning"
"9791","wi","1","winning"
"9792","in","2","winning"
"9793","nn","3","winning"
"9794","ni","4","winning"
"9795","in","5","winning"
"9796","ng","6","winning"
"9797","ar","1","argue"
"9798","rg","2","argue"
"9799","gu","3","argue"
"9800","ue","4","argue"
"9801","di","1","dirt"
"9802","ir","2","dirt"
"9803","rt","3","dirt"
"9804","pr","1","professor"
"9805","ro","2","professor"
"9806","of","3","professor"
"9807","fe","4","professor"
"9808","es","5","professor"
"9809","ss","6","professor"
"9810","so","7","professor"
"9811","or","8","professor"
"9812","re","1","reminds"
"9813","em","2","reminds"
"9814","mi","3","reminds"
"9815","in","4","reminds"
"9816","nd","5","reminds"
"9817","ds","6","reminds"
"9818","pi","1","pink"
"9819","in","2","pink"
"9820","nk","3","pink"
"9821","so","1","source"
"9822","ou","2","source"
"9823","ur","3","source"
"9824","rc","4","source"
"9825","ce","5","source"
"9826","du","1","dust"
"9827","us","2","dust"
"9828","st","3","dust"
"9829","pi","1","piss"
"9830","is","2","piss"
"9831","ss","3","piss"
"9832","ri","1","rings"
"9833","in","2","rings"
"9834","ng","3","rings"
"9835","gs","4","rings"
"9836","en","1","entirely"
"9837","nt","2","entirely"
"9838","ti","3","entirely"
"9839","ir","4","entirely"
"9840","re","5","entirely"
"9841","el","6","entirely"
"9842","ly","7","entirely"
"9843","bo","1","bones"
"9844","on","2","bones"
"9845","ne","3","bones"
"9846","es","4","bones"
"9847","br","1","breaks"
"9848","re","2","breaks"
"9849","ea","3","breaks"
"9850","ak","4","breaks"
"9851","ks","5","breaks"
"9852","di","1","director"
"9853","ir","2","director"
"9854","re","3","director"
"9855","ec","4","director"
"9856","ct","5","director"
"9857","to","6","director"
"9858","or","7","director"
"9859","un","1","uniform"
"9860","ni","2","uniform"
"9861","if","3","uniform"
"9862","fo","4","uniform"
"9863","or","5","uniform"
"9864","rm","6","uniform"
"9865","ar","1","armed"
"9866","rm","2","armed"
"9867","me","3","armed"
"9868","ed","4","armed"
"9869","en","1","engine"
"9870","ng","2","engine"
"9871","gi","3","engine"
"9872","in","4","engine"
"9873","ne","5","engine"
"9874","fo","1","football"
"9875","oo","2","football"
"9876","ot","3","football"
"9877","tb","4","football"
"9878","ba","5","football"
"9879","al","6","football"
"9880","ll","7","football"
"9881","pl","1","pleasant"
"9882","le","2","pleasant"
"9883","ea","3","pleasant"
"9884","as","4","pleasant"
"9885","sa","5","pleasant"
"9886","an","6","pleasant"
"9887","nt","7","pleasant"
"9888","tr","1","trap"
"9889","ra","2","trap"
"9890","ap","3","trap"
"9891","co","1","convince"
"9892","on","2","convince"
"9893","nv","3","convince"
"9894","vi","4","convince"
"9895","in","5","convince"
"9896","nc","6","convince"
"9897","ce","7","convince"
"9898","ma","1","map"
"9899","ap","2","map"
"9900","ap","1","approach"
"9901","pp","2","approach"
"9902","pr","3","approach"
"9903","ro","4","approach"
"9904","oa","5","approach"
"9905","ac","6","approach"
"9906","ch","7","approach"
"9907","tr","1","trash"
"9908","ra","2","trash"
"9909","as","3","trash"
"9910","sh","4","trash"
"9911","th","1","thin"
"9912","hi","2","thin"
"9913","in","3","thin"
"9914","ga","1","gang"
"9915","an","2","gang"
"9916","ng","3","gang"
"9917","la","1","lake"
"9918","ak","2","lake"
"9919","ke","3","lake"
"9920","pu","1","pushing"
"9921","us","2","pushing"
"9922","sh","3","pushing"
"9923","hi","4","pushing"
"9924","in","5","pushing"
"9925","ng","6","pushing"
"9926","se","1","sergeant"
"9927","er","2","sergeant"
"9928","rg","3","sergeant"
"9929","ge","4","sergeant"
"9930","ea","5","sergeant"
"9931","an","6","sergeant"
"9932","nt","7","sergeant"
"9933","su","1","super"
"9934","up","2","super"
"9935","pe","3","super"
"9936","er","4","super"
"9937","ca","1","cast"
"9938","as","2","cast"
"9939","st","3","cast"
"9940","co","1","conference"
"9941","on","2","conference"
"9942","nf","3","conference"
"9943","fe","4","conference"
"9944","er","5","conference"
"9945","re","6","conference"
"9946","en","7","conference"
"9947","nc","8","conference"
"9948","ce","9","conference"
"9949","hu","1","hurting"
"9950","ur","2","hurting"
"9951","rt","3","hurting"
"9952","ti","4","hurting"
"9953","in","5","hurting"
"9954","ng","6","hurting"
"9955","co","1","coast"
"9956","oa","2","coast"
"9957","as","3","coast"
"9958","st","4","coast"
"9959","ef","1","effort"
"9960","ff","2","effort"
"9961","fo","3","effort"
"9962","or","4","effort"
"9963","rt","5","effort"
"9964","pe","1","per"
"9965","er","2","per"
"9966","ex","1","explanation"
"9967","xp","2","explanation"
"9968","pl","3","explanation"
"9969","la","4","explanation"
"9970","an","5","explanation"
"9971","na","6","explanation"
"9972","at","7","explanation"
"9973","ti","8","explanation"
"9974","io","9","explanation"
"9975","on","10","explanation"
"9976","fr","1","frightened"
"9977","ri","2","frightened"
"9978","ig","3","frightened"
"9979","gh","4","frightened"
"9980","ht","5","frightened"
"9981","te","6","frightened"
"9982","en","7","frightened"
"9983","ne","8","frightened"
"9984","ed","9","frightened"
"9985","pu","1","pushed"
"9986","us","2","pushed"
"9987","sh","3","pushed"
"9988","he","4","pushed"
"9989","ed","5","pushed"
"9990","se","1","services"
"9991","er","2","services"
"9992","rv","3","services"
"9993","vi","4","services"
"9994","ic","5","services"
"9995","ce","6","services"
"9996","es","7","services"
"9997","sh","1","shift"
"9998","hi","2","shift"
"9999","if","3","shift"
"10000","ft","4","shift"
"10001","si","1","sisters"
"10002","is","2","sisters"
"10003","st","3","sisters"
"10004","te","4","sisters"
"10005","er","5","sisters"
"10006","rs","6","sisters"
"10007","co","1","couch"
"10008","ou","2","couch"
"10009","uc","3","couch"
"10010","ch","4","couch"
"10011","fl","1","flesh"
"10012","le","2","flesh"
"10013","es","3","flesh"
"10014","sh","4","flesh"
"10015","pa","1","panic"
"10016","an","2","panic"
"10017","ni","3","panic"
"10018","ic","4","panic"
"10019","au","1","authority"
"10020","ut","2","authority"
"10021","th","3","authority"
"10022","ho","4","authority"
"10023","or","5","authority"
"10024","ri","6","authority"
"10025","it","7","authority"
"10026","ty","8","authority"
"10027","co","1","collect"
"10028","ol","2","collect"
"10029","ll","3","collect"
"10030","le","4","collect"
"10031","ec","5","collect"
"10032","ct","6","collect"
"10033","en","1","engaged"
"10034","ng","2","engaged"
"10035","ga","3","engaged"
"10036","ag","4","engaged"
"10037","ge","5","engaged"
"10038","ed","6","engaged"
"10039","pe","1","percent"
"10040","er","2","percent"
"10041","rc","3","percent"
"10042","ce","4","percent"
"10043","en","5","percent"
"10044","nt","6","percent"
"10045","pi","1","pie"
"10046","ie","2","pie"
"10047","ce","1","central"
"10048","en","2","central"
"10049","nt","3","central"
"10050","tr","4","central"
"10051","ra","5","central"
"10052","al","6","central"
"10053","fr","1","friendship"
"10054","ri","2","friendship"
"10055","ie","3","friendship"
"10056","en","4","friendship"
"10057","nd","5","friendship"
"10058","ds","6","friendship"
"10059","sh","7","friendship"
"10060","hi","8","friendship"
"10061","ip","9","friendship"
"10062","an","1","angeles"
"10063","ng","2","angeles"
"10064","ge","3","angeles"
"10065","el","4","angeles"
"10066","le","5","angeles"
"10067","es","6","angeles"
"10068","im","1","impression"
"10069","mp","2","impression"
"10070","pr","3","impression"
"10071","re","4","impression"
"10072","es","5","impression"
"10073","ss","6","impression"
"10074","si","7","impression"
"10075","io","8","impression"
"10076","on","9","impression"
"10077","re","1","recall"
"10078","ec","2","recall"
"10079","ca","3","recall"
"10080","al","4","recall"
"10081","ll","5","recall"
"10082","se","1","seats"
"10083","ea","2","seats"
"10084","at","3","seats"
"10085","ts","4","seats"
"10086","no","1","notes"
"10087","ot","2","notes"
"10088","te","3","notes"
"10089","es","4","notes"
"10090","bo","1","bored"
"10091","or","2","bored"
"10092","re","3","bored"
"10093","ed","4","bored"
"10094","me","1","mercy"
"10095","er","2","mercy"
"10096","rc","3","mercy"
"10097","cy","4","mercy"
"10098","mi","1","mighty"
"10099","ig","2","mighty"
"10100","gh","3","mighty"
"10101","ht","4","mighty"
"10102","ty","5","mighty"
"10103","pa","1","particularly"
"10104","ar","2","particularly"
"10105","rt","3","particularly"
"10106","ti","4","particularly"
"10107","ic","5","particularly"
"10108","cu","6","particularly"
"10109","ul","7","particularly"
"10110","la","8","particularly"
"10111","ar","9","particularly"
"10112","rl","10","particularly"
"10113","ly","11","particularly"
"10114","pe","1","peter"
"10115","et","2","peter"
"10116","te","3","peter"
"10117","er","4","peter"
"10118","si","1","silent"
"10119","il","2","silent"
"10120","le","3","silent"
"10121","en","4","silent"
"10122","nt","5","silent"
"10123","mo","1","monkey"
"10124","on","2","monkey"
"10125","nk","3","monkey"
"10126","ke","4","monkey"
"10127","ey","5","monkey"
"10128","se","1","secretary"
"10129","ec","2","secretary"
"10130","cr","3","secretary"
"10131","re","4","secretary"
"10132","et","5","secretary"
"10133","ta","6","secretary"
"10134","ar","7","secretary"
"10135","ry","8","secretary"
"10136","so","1","solid"
"10137","ol","2","solid"
"10138","li","3","solid"
"10139","id","4","solid"
"10140","te","1","terribly"
"10141","er","2","terribly"
"10142","rr","3","terribly"
"10143","ri","4","terribly"
"10144","ib","5","terribly"
"10145","bl","6","terribly"
"10146","ly","7","terribly"
"10147","aw","1","awfully"
"10148","wf","2","awfully"
"10149","fu","3","awfully"
"10150","ul","4","awfully"
"10151","ll","5","awfully"
"10152","ly","6","awfully"
"10153","jo","1","johnny"
"10154","oh","2","johnny"
"10155","hn","3","johnny"
"10156","nn","4","johnny"
"10157","ny","5","johnny"
"10158","mi","1","mile"
"10159","il","2","mile"
"10160","le","3","mile"
"10161","ri","1","richard"
"10162","ic","2","richard"
"10163","ch","3","richard"
"10164","ha","4","richard"
"10165","ar","5","richard"
"10166","rd","6","richard"
"10167","st","1","students"
"10168","tu","2","students"
"10169","ud","3","students"
"10170","de","4","students"
"10171","en","5","students"
"10172","nt","6","students"
"10173","ts","7","students"
"10174","th","1","thursday"
"10175","hu","2","thursday"
"10176","ur","3","thursday"
"10177","rs","4","thursday"
"10178","sd","5","thursday"
"10179","da","6","thursday"
"10180","ay","7","thursday"
"10181","re","1","result"
"10182","es","2","result"
"10183","su","3","result"
"10184","ul","4","result"
"10185","lt","5","result"
"10186","ro","1","rocks"
"10187","oc","2","rocks"
"10188","ck","3","rocks"
"10189","ks","4","rocks"
"10190","te","1","tests"
"10191","es","2","tests"
"10192","st","3","tests"
"10193","ts","4","tests"
"10194","cl","1","cleaned"
"10195","le","2","cleaned"
"10196","ea","3","cleaned"
"10197","an","4","cleaned"
