"","X.x","one","participant","three","_","tier_num","tier_name","tier_type","tier_xmin","tier_xmax","xmin","xmax","text","annotation_num","word","rate","gender","X.y","count","count_per_mil","log_freq","duration","length"
"534",44366,"arm","04310","01467856323","TextGrid",1,"ORT-MAU","IntervalTier",0,5.461333,2.736,3.126,"cerveza",8,"cerveza",8.78906303644184,"m",17268,3312,79.61538462,3.520221436,0.39,7
"535",44464,"arm","04310","01513989069","TextGrid",1,"ORT-MAU","IntervalTier",0,3.669333,1.866,2.316,"hoyos",7,"hoyos",5.99564007954579,"m",48371,194,4.663461538,2.290034611,0.45,5
"536",44490,"arm","04310","01517295972","TextGrid",1,"ORT-MAU","IntervalTier",0,3.498667,1.326,1.566,"está",5,"está",5.71646287000163,"m",39521,263506,6334.278846,5.420792157,0.24,4
"537",44526,"arm","04310","01536664786","TextGrid",1,"ORT-MAU","IntervalTier",0,2.986667,1.266,1.766,"sola",4,"sola",5.35714225924752,"m",84807,8199,197.0913462,3.913813852,0.5,4
"538",44569,"arm","04310","01571233337","TextGrid",1,"ORT-MAU","IntervalTier",0,5.034667,2.626,2.836,"nunca",8,"nunca",7.34904612360659,"m",63102,53141,1277.427885,4.725437895,0.21,5
"539",44692,"arm","04310","01611191645","TextGrid",1,"ORT-MAU","IntervalTier",0,5.802667,2.706,3.086,"sobre",9,"sobre",9.82306928865641,"m",84415,46931,1128.149038,4.671469062,0.38,5
"540",44817,"arm","04310","01632932217","TextGrid",1,"ORT-MAU","IntervalTier",0,6.4,4.736,5.196,"país",16,"país",10.3125,"m",65276,6920,166.3461538,3.840168849,0.46,4
"541",44998,"arm","04310","01662044846","TextGrid",1,"ORT-MAU","IntervalTier",0,8.277333,6.396,6.926,"mujeres",26,"mujeres",10.6314437271039,"m",61681,9537,229.2548077,3.979457318,0.53,7
"542",45229,"arm","04310","01693307864","TextGrid",1,"ORT-MAU","IntervalTier",0,4.352,0.826,1.076,"Hola",2,"hola",8.73161764705882,"m",48040,81555,1960.456731,4.911455917,0.25,4
"543",45341,"arm","04310","01719374743","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,1.596,2.006,"Pablo",5,"pablo",8.30965968108378,"m",65121,482,11.58653846,2.683947131,0.41,5
"544",45476,"arm","04310","01769876951","TextGrid",1,"ORT-MAU","IntervalTier",0,3.925333,1.206,1.456,"beso",5,"beso",7.89741914889769,"m",12975,2521,60.60096154,3.401745082,0.25,4
"545",45490,"arm","04310","01769876951","TextGrid",1,"ORT-MAU","IntervalTier",0,3.925333,1.626,1.976,"estamos",8,"estamos",7.89741914889769,"m",39731,36764,883.75,4.56543457,0.35,7
"546",45516,"arm","04310","01819757269","TextGrid",1,"ORT-MAU","IntervalTier",0,5.802667,1.046,1.396,"tejas",3,"tejas",7.92738925049464,"m",87760,71,1.706730769,1.857332496,0.35,5
"547",45577,"arm","04310","01819757269","TextGrid",1,"ORT-MAU","IntervalTier",0,5.802667,3.836,4.356,"Texas",15,"texas",7.92738925049464,"m",88532,1337,32.13942308,3.126456113,0.52,5
"548",45595,"arm","04310","01829559101","TextGrid",1,"ORT-MAU","IntervalTier",0,5.205333,1.076,1.566,"zapatos",3,"zapatos",9.98975473807343,"m",94218,3176,76.34615385,3.502017215,0.49,7
"549",45741,"arm","04310","01841178644","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,0.636,0.886,"Tocar",2,"tocar",7.66226019097507,"m",88973,2636,63.36538462,3.42111013,0.25,5
"550",45776,"arm","04310","01841178644","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,2.236,2.466,"hobby",9,"hobby",7.66226019097507,"m",48019,147,3.533653846,2.170261715,0.23,5
"551",45935,"arm","04310","01847747200","TextGrid",1,"ORT-MAU","IntervalTier",0,6.058667,2.066,2.576,"pasado",8,"pasado",10.8934853161595,"m",66107,13504,324.6153846,4.130494589,0.51,6
"552",46016,"arm","04310","01899818975","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,1.796,2.046,"tiene",4,"tiene",6.94444444444444,"m",88587,79362,1907.740385,4.899618076,0.25,5
"553",46034,"arm","04310","01899818975","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,2.646,3.246,"amarillo",8,"amarillo",6.94444444444444,"m",5503,701,16.85096154,2.846337112,0.6,8
"554",46049,"arm","04310","01900957487","TextGrid",1,"ORT-MAU","IntervalTier",0,4.181333,0.626,0.826,"Cuál",2,"cuál",7.89222001691805,"m",24458,15494,372.4519231,4.190191581,0.2,4
"555",46080,"arm","04310","01900957487","TextGrid",1,"ORT-MAU","IntervalTier",0,4.181333,1.746,2.176,"menos",8,"menos",7.89222001691805,"m",59395,25345,609.2548077,4.403909431,0.43,5
"556",46142,"arm","04310","01921218783","TextGrid",1,"ORT-MAU","IntervalTier",0,5.802667,1.006,1.636,"momento",4,"momento",10.3400729354278,"m",60800,27830,668.9903846,4.444528811,0.63,7
"557",46164,"arm","04310","01921218783","TextGrid",1,"ORT-MAU","IntervalTier",0,5.802667,2.016,2.386,"punto",8,"punto",10.3400729354278,"m",73226,9287,223.2451923,3.967922207,0.37,5
"558",46211,"arm","04310","01921218783","TextGrid",1,"ORT-MAU","IntervalTier",0,5.802667,4.056,4.436,"terror",15,"terror",10.3400729354278,"m",88435,641,15.40865385,2.807535028,0.38,6
"559",46301,"arm","04310","01935464076","TextGrid",1,"ORT-MAU","IntervalTier",0,5.12,3.226,3.526,"casa",15,"casa",11.1328125,"m",16257,57337,1378.293269,4.75844254,0.3,4
"560",46313,"arm","04310","01951942616","TextGrid",1,"ORT-MAU","IntervalTier",0,4.352,0.726,1.036,"Estoy",2,"estoy",7.35294117647059,"m",40057,108899,2617.764423,5.03702788,0.31,5
"561",46324,"arm","04310","01951942616","TextGrid",1,"ORT-MAU","IntervalTier",0,4.352,1.096,1.556,"acuerdo",4,"acuerdo",7.35294117647059,"m",2058,43715,1050.841346,4.640640417,0.46,7
"562",46557,"arm","04310","01994686924","TextGrid",1,"ORT-MAU","IntervalTier",0,5.205333,3.236,3.666,"mañana",13,"mañana",8.45286939375444,"m",58130,26537,637.9086538,4.42386819,0.43,6
"563",46654,"arm","04310","02061944894","TextGrid",1,"ORT-MAU","IntervalTier",0,5.034667,0.966,1.376,"supo",3,"supo",4.766948836934,"m",86814,1020,24.51923077,3.009025742,0.41,4
"564",46675,"arm","04310","02061944894","TextGrid",1,"ORT-MAU","IntervalTier",0,5.034667,1.886,2.376,"huellas",6,"huellas",4.766948836934,"m",48409,2150,51.68269231,3.33264041,0.49,7
"565",46694,"arm","04310","02095526749","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,0.926,1.126,"unos",3,"unos",9.46514494179274,"m",91499,16616,399.4230769,4.22055262,0.2,4
"566",46699,"arm","04310","02095526749","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,1.126,1.456,"meses",4,"meses",9.46514494179274,"m",59639,9588,230.4807692,3.981773319,0.33,5
"567",46733,"arm","04310","02095526749","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,2.486,2.786,"antojo",11,"antojo",9.46514494179274,"m",6741,85,2.043269231,1.934498451,0.3,6
"568",46962,"arm","04310","02140782149","TextGrid",1,"ORT-MAU","IntervalTier",0,6.144,4.006,4.426,"precio",14,"precio",9.92838541666667,"m",70245,2537,60.98557692,3.404491618,0.42,6
"569",46996,"arm","04310","02141533711","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,1.326,1.766,"anotar",6,"anotar",9.72877286786757,"m",6395,353,8.485576923,2.549003262,0.44,6
"570",47112,"arm","05223","00019828020","TextGrid",1,"ORT-MAU","IntervalTier",0,3.84,1.656,2.336,"cansado",4,"cansado",4.16666666666667,"m",15558,2144,51.53846154,3.331427297,0.68,7
"571",47175,"arm","05223","00037211568","TextGrid",1,"ORT-MAU","IntervalTier",0,5.205333,1.526,1.876,"puedes",3,"puedes",6.53176271335571,"m",73054,49581,1191.850962,4.695324041,0.35,6
"572",47240,"arm","05223","00042751635","TextGrid",1,"ORT-MAU","IntervalTier",0,6.058667,1.471,1.946,"simple",5,"simple",8.9128516223123,"m",84020,3172,76.25,3.501470072,0.475,6
"573",47285,"arm","05223","00042751635","TextGrid",1,"ORT-MAU","IntervalTier",0,6.058667,3.256,3.466,"poco",14,"poco",8.9128516223123,"m",69345,36391,874.7836538,4.561005924,0.21,4
"574",47344,"arm","05223","00047407108","TextGrid",1,"ORT-MAU","IntervalTier",0,6.826667,2.546,3.266,"necesito",8,"necesito",8.20312459945681,"m",62283,29265,703.4855769,4.466363368,0.72,8
"575",47468,"arm","05223","00121338561","TextGrid",1,"ORT-MAU","IntervalTier",0,6.570667,0.996,1.196,"Tengo",2,"tengo",10.3490254490145,"m",88139,97271,2338.245192,4.987987845,0.2,5
"576",47560,"arm","05223","00121338561","TextGrid",1,"ORT-MAU","IntervalTier",0,6.570667,4.776,5.236,"teatro",18,"teatro",10.3490254490145,"m",87709,1586,38.125,3.200576927,0.46,6
"577",47659,"arm","05223","00139876434","TextGrid",1,"ORT-MAU","IntervalTier",0,3.328,1.406,1.616,"está",4,"está",6.31009615384615,"m",39521,263506,6334.278846,5.420792157,0.21,4
"578",47684,"arm","05223","00141428356","TextGrid",1,"ORT-MAU","IntervalTier",0,6.058667,1.486,1.796,"precios",3,"precios",9.57306285359469,"m",70246,352,8.461538462,2.547774705,0.31,7
"579",47704,"arm","05223","00141428356","TextGrid",1,"ORT-MAU","IntervalTier",0,6.058667,2.356,2.616,"están",6,"están",9.57306285359469,"m",39747,51025,1226.5625,4.707791525,0.26,5
"580",47819,"arm","05223","00147021587","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,3.136,3.456,"algún",10,"algún",8.87784090909091,"m",4747,16667,400.6490385,4.221883492,0.32,5
"581",47826,"arm","05223","00147021587","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,3.456,3.926,"premio",11,"premio",8.87784090909091,"m",70605,1664,40,3.221414238,0.47,6
"582",48121,"arm","05223","00210455013","TextGrid",1,"ORT-MAU","IntervalTier",0,6.912,4.356,4.556,"donde",14,"donde",11.2847222222222,"m",32888,23547,566.0336538,4.371954027,0.2,5
"583",48205,"arm","05223","00229233154","TextGrid",1,"ORT-MAU","IntervalTier",0,7.936,1.286,1.696,"comprar",5,"comprar",9.70262096774194,"m",20081,4694,112.8365385,3.671635597,0.41,7
"584",48218,"arm","05223","00229233154","TextGrid",1,"ORT-MAU","IntervalTier",0,7.936,1.786,2.066,"auto",7,"auto",9.70262096774194,"m",11184,17816,428.2692308,4.25083458,0.28,4
"585",48224,"arm","05223","00229233154","TextGrid",1,"ORT-MAU","IntervalTier",0,7.936,2.066,2.616,"usado",8,"usado",9.70262096774194,"m",91568,1207,29.01442308,3.082066934,0.55,5
"586",48247,"arm","05223","00229233154","TextGrid",1,"ORT-MAU","IntervalTier",0,7.936,3.256,3.676,"llevarlo",11,"llevarlo",9.70262096774194,"m",56513,1005,24.15865385,3.002597981,0.42,8
"587",48263,"arm","05223","00229233154","TextGrid",1,"ORT-MAU","IntervalTier",0,7.936,3.806,4.116,"taller",14,"taller",9.70262096774194,"m",87378,679,16.32211538,2.832508913,0.31,6
"588",48308,"arm","05223","00237942252","TextGrid",1,"ORT-MAU","IntervalTier",0,6.314667,1.136,1.376,"Quiero",2,"quiero",8.55151981885981,"m",73716,82097,1973.485577,4.914332577,0.24,6
"589",48383,"arm","05223","00237942252","TextGrid",1,"ORT-MAU","IntervalTier",0,6.314667,3.946,4.326,"donde",16,"donde",8.55151981885981,"m",32888,23547,566.0336538,4.371954027,0.379999999999999,5
"590",48677,"arm","05223","00287540255","TextGrid",1,"ORT-MAU","IntervalTier",0,5.12,3.036,3.216,"pero",13,"pero",9.765625,"m",67883,223538,5373.509615,5.349353304,0.18,4
"591",48715,"arm","05223","00294602620","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,1.386,1.726,"parece",4,"parece",6.74715909090909,"m",65800,37122,892.3557692,4.569643065,0.34,6
"592",48776,"arm","05223","00298887499","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,1.336,1.586,"café",4,"café",7.8125,"m",14659,6486,155.9134615,3.812043898,0.25,4
"593",48820,"arm","05223","00315267282","TextGrid",1,"ORT-MAU","IntervalTier",0,6.144,1.606,1.896,"playa",3,"playa",10.4166666666667,"m",69244,2398,57.64423077,3.380030248,0.29,5
"594",48856,"arm","05223","00315267282","TextGrid",1,"ORT-MAU","IntervalTier",0,6.144,3.196,3.386,"pero",8,"pero",10.4166666666667,"m",67883,223538,5373.509615,5.349353304,0.19,4
"595",48998,"arm","05223","00347945311","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,1.096,1.286,"Cuál",2,"cuál",6.51041666666667,"m",24458,15494,372.4519231,4.190191581,0.19,4
"596",49029,"arm","05223","00347945311","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,2.186,2.476,"menos",8,"menos",6.51041666666667,"m",59395,25345,609.2548077,4.403909431,0.29,5
"597",49354,"arm","05223","00397845368","TextGrid",1,"ORT-MAU","IntervalTier",0,5.888,1.826,2.236,"conviene",6,"conviene",7.30298913043478,"m",22943,569,13.67788462,2.755874856,0.41,8
"598",49427,"arm","05223","00408717448","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,1.686,2.266,"opciones",5,"opciones",10.2982954545455,"m",64331,1354,32.54807692,3.131939295,0.58,8
"599",49481,"arm","05223","00408717448","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,3.766,4.296,"diseño",13,"diseño",10.2982954545455,"m",31836,764,18.36538462,2.883661435,0.53,6
"600",49511,"arm","05223","00426572382","TextGrid",1,"ORT-MAU","IntervalTier",0,5.034667,1.946,2.206,"tiene",5,"tiene",9.73252054207359,"m",88587,79362,1907.740385,4.899618076,0.26,5
"601",49565,"arm","05223","00426572382","TextGrid",1,"ORT-MAU","IntervalTier",0,5.034667,4.046,4.446,"medio",16,"medio",9.73252054207359,"m",59074,8260,198.5576923,3.917032622,0.399999999999999,5
"602",49648,"arm","05223","00493695940","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,1.026,1.216,"Quiero",2,"quiero",6.79687446899418,"m",73716,82097,1973.485577,4.914332577,0.19,6
"603",49679,"arm","05223","00493695940","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,2.066,2.586,"acción",7,"acción",6.79687446899418,"m",987,3288,79.03846154,3.517063873,0.52,6
"604",49718,"arm","05223","00524760384","TextGrid",1,"ORT-MAU","IntervalTier",0,4.949333,1.796,2.366,"visita",6,"visita",10.304418797442,"m",93401,2250,54.08653846,3.352375495,0.57,6
"605",49851,"arm","05223","00567795723","TextGrid",1,"ORT-MAU","IntervalTier",0,5.034667,2.606,2.806,"menos",9,"menos",8.93802906925125,"m",59395,25345,609.2548077,4.403909431,0.2,5
"606",49949,"arm","05223","00592366004","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,2.766,3.276,"Veracruz",8,"veracruz",7.37847222222222,"m",92606,19,0.4567307692,1.301029996,0.51,8
"607",49999,"arm","05223","00616675493","TextGrid",1,"ORT-MAU","IntervalTier",0,5.461333,2.356,2.666,"hotel",8,"hotel",10.0708013959229,"m",48359,4570,109.8557692,3.660011221,0.31,5
"608",50170,"arm","05223","00688839180","TextGrid",1,"ORT-MAU","IntervalTier",0,5.12,1.196,1.496,"tipo",3,"tipo",5.6640625,"m",88724,29901,718.7740385,4.475700237,0.3,4
"609",50191,"arm","05223","00688839180","TextGrid",1,"ORT-MAU","IntervalTier",0,5.12,1.986,2.436,"gustaría",7,"gustaría",5.6640625,"m",46841,10368,249.2307692,4.015736874,0.45,8
"610",50329,"arm","05223","00720854066","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,1.946,2.126,"esta",9,"esta",7.734374395752,"m",39520,91528,2200.192308,4.961558718,0.18,4
"611",50364,"arm","05223","00728842397","TextGrid",1,"ORT-MAU","IntervalTier",0,6.826667,1.516,1.916,"escuchar",4,"escuchar",10.253905749321,"m",38649,3686,88.60576923,3.566673138,0.4,8
"612",50567,"arm","05223","00752338616","TextGrid",1,"ORT-MAU","IntervalTier",0,5.205333,2.936,3.436,"posible",11,"posible",7.87653738963482,"m",69936,8524,204.9038462,3.930694388,0.5,7
"613",50626,"arm","05223","00759423752","TextGrid",1,"ORT-MAU","IntervalTier",0,6.656,3.276,3.596,"autos",9,"autos",8.71394230769231,"m",11357,2154,51.77884615,3.333447274,0.32,5
"614",50633,"arm","05223","00759423752","TextGrid",1,"ORT-MAU","IntervalTier",0,6.656,3.596,4.056,"usados",10,"usados",8.71394230769231,"m",91569,182,4.375,2.26245109,0.46,6
"615",50650,"arm","05223","00759423752","TextGrid",1,"ORT-MAU","IntervalTier",0,6.656,4.396,4.616,"buen",13,"buen",8.71394230769231,"m",14132,22680,545.1923077,4.355662199,0.22,4
"616",50738,"arm","05223","00815487845","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,1.366,1.856,"España",5,"españa",7.37847222222222,"m",39021,716,17.21153846,2.855519156,0.49,6
"617",50762,"arm","05223","00815487845","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,2.576,3.026,"días",9,"días",7.37847222222222,"m",31027,22020,529.3269231,4.342837037,0.45,4
"618",50854,"arm","05223","00862784485","TextGrid",1,"ORT-MAU","IntervalTier",0,8.533333,2.606,3.106,"caliente",6,"caliente",6.56250025634767,"m",14930,2978,71.58653846,3.474070503,0.5,8
"619",50878,"arm","05223","00862784485","TextGrid",1,"ORT-MAU","IntervalTier",0,8.533333,3.946,4.176,"antes",8,"antes",6.56250025634767,"m",6507,38490,925.2403846,4.585359194,0.23,5
"620",51042,"arm","05223","00896622769","TextGrid",1,"ORT-MAU","IntervalTier",0,5.12,1.136,1.396,"duele",4,"duele",8.984375,"m",33164,2975,71.51442308,3.473632927,0.26,5
"621",51145,"arm","05223","00913072014","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,2.856,3.116,"menos",9,"menos",9.28655591932813,"m",59395,25345,609.2548077,4.403909431,0.26,5
"622",51188,"arm","05223","00914796236","TextGrid",1,"ORT-MAU","IntervalTier",0,4.778667,1.536,1.776,"cines",5,"cines",7.32421823910308,"m",18020,72,1.730769231,1.86332286,0.24,5
"623",51215,"arm","05223","00914796236","TextGrid",1,"ORT-MAU","IntervalTier",0,4.778667,2.496,2.866,"hotel",10,"hotel",7.32421823910308,"m",48359,4570,109.8557692,3.660011221,0.37,5
"624",51316,"arm","05223","00953704153","TextGrid",1,"ORT-MAU","IntervalTier",0,6.314667,1.646,1.806,"decir",4,"decir",10.2934960782572,"m",25707,43681,1050.024038,4.640302515,0.16,5
"625",51710,"arm","05223","01033244789","TextGrid",1,"ORT-MAU","IntervalTier",0,6.656,0.856,1.156,"Estoy",2,"estoy",11.8689903846154,"m",40057,108899,2617.764423,5.03702788,0.3,5
"626",51797,"arm","05223","01033244789","TextGrid",1,"ORT-MAU","IntervalTier",0,6.656,4.276,4.796,"rápido",15,"rápido",11.8689903846154,"m",74165,12506,300.625,4.09715315,0.52,6
"627",51853,"arm","05223","01051224859","TextGrid",1,"ORT-MAU","IntervalTier",0,4.949333,2.226,2.456,"pero",7,"pero",6.869612531628,"m",67883,223538,5373.509615,5.349353304,0.23,4
"628",51889,"arm","05223","01060370073","TextGrid",1,"ORT-MAU","IntervalTier",0,3.754667,1.546,1.866,"subió",3,"subió",6.12570968344197,"m",85831,549,13.19711538,2.740362689,0.32,5
"629",52046,"arm","05223","01086656404","TextGrid",1,"ORT-MAU","IntervalTier",0,4.949333,2.916,3.316,"barco",12,"barco",7.27370738642965,"m",12348,3535,84.97596154,3.548512256,0.4,5
"630",52059,"arm","05223","01091031075","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,1.246,1.446,"Quiero",2,"quiero",10.0142052566907,"m",73716,82097,1973.485577,4.914332577,0.2,6
"631",52579,"arm","05223","01191739742","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,1.336,1.506,"quiero",3,"quiero",7.568359375,"m",73716,82097,1973.485577,4.914332577,0.17,6
"632",52692,"arm","05223","01231335149","TextGrid",1,"ORT-MAU","IntervalTier",0,7.168,2.266,2.586,"pueden",6,"pueden",9.90513392857143,"m",73053,15256,366.7307692,4.183469146,0.32,6
"633",52725,"arm","05223","01231335149","TextGrid",1,"ORT-MAU","IntervalTier",0,7.168,3.766,3.956,"quiero",13,"quiero",9.90513392857143,"m",73716,82097,1973.485577,4.914332577,0.19,6
"634",52821,"arm","05223","01234850591","TextGrid",1,"ORT-MAU","IntervalTier",0,5.461333,2.596,2.796,"hasta",8,"hasta",8.23974659666422,"m",47354,40491,973.3413462,4.607369228,0.2,5
"635",52845,"arm","05223","01234850591","TextGrid",1,"ORT-MAU","IntervalTier",0,5.461333,3.486,3.846,"noche",13,"noche",8.23974659666422,"m",62697,36842,885.625,4.566354986,0.36,5
"636",52957,"arm","05223","01332493386","TextGrid",1,"ORT-MAU","IntervalTier",0,5.376,1.116,1.436,"autos",3,"autos",5.39434523809524,"m",11357,2154,51.77884615,3.333447274,0.32,5
"637",53063,"arm","05223","01339741982","TextGrid",1,"ORT-MAU","IntervalTier",0,7.253333,3.516,4.136,"español",13,"español",9.09926512404711,"m",39022,802,19.27884615,2.904715545,0.62,7
"638",53109,"arm","05223","01354068042","TextGrid",1,"ORT-MAU","IntervalTier",0,7.168,1.336,1.816,"aburrido",3,"aburrido",9.34709821428571,"m",690,1427,34.30288462,3.154728207,0.48,8
"639",53127,"arm","05223","01354068042","TextGrid",1,"ORT-MAU","IntervalTier",0,7.168,2.036,2.436,"música",6,"música",9.34709821428571,"m",61881,5829,140.1201923,3.765668555,0.4,6
"640",53184,"arm","05223","01354068042","TextGrid",1,"ORT-MAU","IntervalTier",0,7.168,4.326,4.546,"algo",15,"algo",9.34709821428571,"m",4739,112620,2707.211538,5.051619379,0.220000000000001,4
"641",53190,"arm","05223","01354068042","TextGrid",1,"ORT-MAU","IntervalTier",0,7.168,4.546,4.956,"nuevo",16,"nuevo",9.34709821428571,"m",63074,24349,585.3125,4.386498966,0.41,5
"642",53312,"arm","05223","01357532816","TextGrid",1,"ORT-MAU","IntervalTier",0,3.584,2.186,2.616,"fríos",5,"fríos",6.41741071428571,"m",44594,133,3.197115385,2.127104798,0.43,5
"643",53419,"arm","05223","01376009261","TextGrid",1,"ORT-MAU","IntervalTier",0,4.864,2.306,2.486,"para",8,"para",10.0740131578947,"m",65603,271407,6524.206731,5.433622645,0.18,4
"644",53521,"arm","05223","01444686834","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,1.316,1.706,"Cuántos",2,"cuántos",6.60511410547685,"m",24494,3690,88.70192308,3.567144045,0.39,7
"645",53550,"arm","05223","01444686834","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,2.576,2.926,"dormir",7,"dormir",6.60511410547685,"m",32938,7183,172.6682692,3.856366324,0.35,6
"646",53628,"arm","05223","01470545813","TextGrid",1,"ORT-MAU","IntervalTier",0,5.802667,3.426,3.856,"encanta",12,"encanta",9.13373109296122,"m",35084,5706,137.1634615,3.756407873,0.43,7
"647",53659,"arm","05223","01473797286","TextGrid",1,"ORT-MAU","IntervalTier",0,4.181333,1.456,1.736,"llovió",3,"llovió",8.37053638157975,"m",56657,49,1.177884615,1.698970004,0.28,6
"648",53681,"arm","05223","01473797286","TextGrid",1,"ORT-MAU","IntervalTier",0,4.181333,2.426,2.756,"tarde",7,"tarde",8.37053638157975,"m",87593,18456,443.6538462,4.266161112,0.33,5
"649",53783,"arm","05223","01497649084","TextGrid",1,"ORT-MAU","IntervalTier",0,5.290667,1.986,2.196,"para",5,"para",8.31653173408948,"m",65603,271407,6524.206731,5.433622645,0.21,4
"650",53793,"arm","05223","01497649084","TextGrid",1,"ORT-MAU","IntervalTier",0,5.290667,2.286,2.596,"llegue",7,"llegue",8.31653173408948,"m",56375,2527,60.74519231,3.40277707,0.31,6
"651",54093,"arm","05223","01574733809","TextGrid",1,"ORT-MAU","IntervalTier",0,7.850667,3.906,4.496,"Paraíso",15,"paraíso",10.8271055185502,"m",65653,847,20.36057692,2.928395852,0.59,7
"652",54254,"arm","05223","01624114475","TextGrid",1,"ORT-MAU","IntervalTier",0,9.045333,5.356,5.656,"pizzas",20,"pizzas",11.2765334344241,"m",68966,191,4.591346154,2.283301229,0.3,6
"653",54328,"arm","05223","01646667900","TextGrid",1,"ORT-MAU","IntervalTier",0,4.778667,1.536,1.996,"tierra",6,"tierra",9.20758864344387,"m",88602,8603,206.8028846,3.934700402,0.46,6
"654",54421,"arm","05223","01647768933","TextGrid",1,"ORT-MAU","IntervalTier",0,5.205333,2.486,2.706,"tiene",8,"tiene",8.64498006179432,"m",88587,79362,1907.740385,4.899618076,0.22,5
"655",54428,"arm","05223","01647768933","TextGrid",1,"ORT-MAU","IntervalTier",0,5.205333,2.706,3.086,"muchos",9,"muchos",8.64498006179432,"m",61493,8954,215.2403846,3.95206559,0.38,6
"656",54580,"arm","05223","01693860525","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,1.936,2.386,"playa",6,"playa",8.20312435913091,"m",69244,2398,57.64423077,3.380030248,0.45,5
"657",54617,"arm","05223","01698799546","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,1.446,1.676,"donde",3,"donde",7.67045509023119,"m",32888,23547,566.0336538,4.371954027,0.23,5
"658",54693,"arm","05223","01700269835","TextGrid",1,"ORT-MAU","IntervalTier",0,4.949333,1.486,1.906,"cabeza",7,"cabeza",10.1023713700412,"m",14486,14921,358.6778846,4.173827036,0.42,6
"659",54782,"arm","05223","01701520328","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,2.386,2.806,"cercanos",7,"cercanos",9.16193246888725,"m",17125,269,6.466346154,2.431363764,0.42,8
"660",54840,"arm","05223","01714663904","TextGrid",1,"ORT-MAU","IntervalTier",0,7.765333,2.496,2.896,"Gabriel",7,"gabriel",9.9158658102621,"m",45087,568,13.65384615,2.755112266,0.4,7
"661",54938,"arm","05223","01718028691","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,1.346,1.596,"llama",4,"llama",7.734374395752,"m",56217,10924,262.5961538,4.038421446,0.25,5
"662",54979,"arm","05223","01718393962","TextGrid",1,"ORT-MAU","IntervalTier",0,4.181333,1.456,1.606,"Tiene",2,"tiene",5.02232182894785,"m",88587,79362,1907.740385,4.899618076,0.15,5
"663",55196,"arm","05223","01734192784","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,4.026,4.436,"doctor",14,"doctor",10.8309659090909,"m",32690,7642,183.7019231,3.88326386,0.41,6
"664",55225,"arm","05223","01743197117","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,1.506,1.766,"mande",5,"mande",6.34765625,"m",57734,182,4.375,2.26245109,0.26,5
"665",55278,"arm","05223","01743733078","TextGrid",1,"ORT-MAU","IntervalTier",0,4.949333,2.586,3.196,"intenso",6,"intenso",5.45528053982223,"m",52270,405,9.735576923,2.608526034,0.61,7
"666",55314,"arm","05223","01751822784","TextGrid",1,"ORT-MAU","IntervalTier",0,6.997333,2.346,2.646,"fueron",5,"fueron",9.57507667564199,"m",44743,8228,197.7884615,3.915347062,0.3,6
"667",55367,"arm","05223","01751822784","TextGrid",1,"ORT-MAU","IntervalTier",0,6.997333,4.446,4.656,"algo",14,"algo",9.57507667564199,"m",4739,112620,2707.211538,5.051619379,0.21,4
"668",55646,"arm","05223","01812122799","TextGrid",1,"ORT-MAU","IntervalTier",0,5.12,3.296,3.476,"hasta",13,"hasta",9.9609375,"m",47354,40491,973.3413462,4.607369228,0.18,5
